"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 雨具 "," 4043250 --"," 雨傘 "," 1隻／隻 "," 192 "," 隻 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 雨具 "," 4043250 --"," 雨傘 "," 1隻／隻 "," 6 "," 隻 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 5 "," 雙 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 5 "," 雙 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 56 "," 雙 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 16 "," 雙 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 35 "," 雙 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 62 "," 雙 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 40 "," 雙 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 雨具 "," 4043260 --"," 男用雨鞋 "," 1雙／雙 "," 37 "," 雙 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 雨具 "," 4043270 --"," 女用雨鞋 "," 1雙／雙 "," 20 "," 雙 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 雨具 "," 4043270 --"," 女用雨鞋 "," 1雙／雙 "," 15 "," 雙 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 雨具 "," 4043270 --"," 女用雨鞋 "," 1雙／雙 "," 40 "," 雙 ","  "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 39 "," 支 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 40 "," 支 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 117 "," 支 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 24 "," 支 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 97 "," 支 ","  "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 178 "," 支 ","  "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 178 "," 支 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 168 "," 支 ","  "
" 臺北市   萬華區 "," 台北市新和國小 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 20 "," 支 ","  "
" 臺北市   大安區 "," 台北市民族國中 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 50 "," 支 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 176 "," 支 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 10 "," 支 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 5 "," 支 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 40 "," 支 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 30 "," 支 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 21 "," 支 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 日用品類 / 照明及其他 "," 4044300 --"," 手電筒 "," 1支／支 "," 14 "," 支 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 60 "," 顆 "," 1090201 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 24 "," 顆 "," 1050731 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 422 "," 顆 "," 1050515 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 50 "," 顆 "," 1080228 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 22 "," 顆 "," 1050501 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 88 "," 顆 "," 1070301 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 200 "," 顆 "," 1080430 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 20 "," 顆 "," 1070301 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 8 "," 顆 "," 1070228 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 210 "," 顆 "," 1050331 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 24 "," 顆 "," 1061231 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 120 "," 顆 "," 1080401 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 199 "," 顆 "," 1060301 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 22 "," 顆 "," 1050430 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 2 "," 顆 "," 1060831 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 422 "," 顆 "," 1050501 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 96 "," 顆 "," 1080301 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 160 "," 顆 "," 1070301 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 照明及其他 "," 4044310 --"," 電池 "," 1顆／顆 "," 16 "," 顆 "," 1090229 "
"","","","","","","","",""
